host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
177149904,https://www.airbnb.com/users/show/177149904,Momoko,2018-03-07,"Vancouver, Canada","We are a young family who loves to travel and explore new places. We have been guests on Airbnb for many years, and have always had great experiences meeting new people and discovering unique accommodations around the world.

Now, as first-time hosts, we are excited to share our own home with other travelers. We know how important it is to feel at home when you're away from home, and we have worked hard to create a comfortable and inviting space for our guests.

Our family values community and cultural exchange, and we believe that traveling is one of the best ways to learn about the world and connect with people from different backgrounds. We hope to provide our guests with a memorable experience, and to help them feel welcome and at ease during their stay.

Thank you for considering our home for your next trip. We can't wait to meet you and share our love for travel and hospitality!",N/A,N/A,https://a0.muscache.com/im/pictures/user/d7c1a74b-4daf-44a5-b306-59ffa46df840.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7c1a74b-4daf-44a5-b306-59ffa46df840.jpg?aki_policy=profile_x_medium,Kerrisdale,1,1
177374507,https://www.airbnb.com/users/show/177374507,Milly,2018-03-08,"Vancouver, Canada",,100%,99%,https://a0.muscache.com/im/pictures/user/c031c63e-4ece-4d5f-839d-fab79781745a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c031c63e-4ece-4d5f-839d-fab79781745a.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
177389725,https://www.airbnb.com/users/show/177389725,Nelson,2018-03-08,,"Hi I am Nelson from Taiwan now live in Vancouver with my partner Dennis. We are both like to meet friend and share stories. We are also a host but only for long term hosting because of the law here in BC.
My family is visiting me recently so we are looking for a place for my family for couple nights in Vancouver. One more thing please keep in mind that I am talkative and love to share stories so if you could bear that then could we be friends please.",N/A,N/A,https://a0.muscache.com/im/pictures/user/965a9d8f-f2f1-44a0-9041-cb3fa08da9d2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/965a9d8f-f2f1-44a0-9041-cb3fa08da9d2.jpg?aki_policy=profile_x_medium,,1,4
177522058,https://www.airbnb.com/users/show/177522058,Anne-Marie,2018-03-09,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/366be291-9a6d-4a5a-9937-a900547603b7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/366be291-9a6d-4a5a-9937-a900547603b7.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,2
177709332,https://www.airbnb.com/users/show/177709332,Sara,2018-03-10,"Vancouver, Canada",,100%,99%,https://a0.muscache.com/im/pictures/user/f3f8d9da-09fb-4a20-b983-3794cbc0f1e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3f8d9da-09fb-4a20-b983-3794cbc0f1e2.jpg?aki_policy=profile_x_medium,,2,5
177934008,https://www.airbnb.com/users/show/177934008,Luis,2018-03-11,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/a4098328-754c-499f-a138-2da115586f48.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4098328-754c-499f-a138-2da115586f48.jpg?aki_policy=profile_x_medium,Mount Pleasant,2,2
178348855,https://www.airbnb.com/users/show/178348855,Paul,2018-03-14,"Vancouver, Canada",,100%,33%,https://a0.muscache.com/im/pictures/user/5781ffa7-d3f6-493d-8487-3d6de6935848.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5781ffa7-d3f6-493d-8487-3d6de6935848.jpg?aki_policy=profile_x_medium,Gastown,1,1
178767690,https://www.airbnb.com/users/show/178767690,Levy,2018-03-16,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/0a449bca-530f-4482-916a-9efca35b87d6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a449bca-530f-4482-916a-9efca35b87d6.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,2,3
178801067,https://www.airbnb.com/users/show/178801067,Brian,2018-03-16,"Toronto, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/ce105032-396a-4d6d-baec-6832198a7886.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce105032-396a-4d6d-baec-6832198a7886.jpg?aki_policy=profile_x_medium,Downtown Vancouver,3,3
178871147,https://www.airbnb.com/users/show/178871147,Emma,2018-03-16,"Taipei City, Taiwan","I was born in Taiwan but moved to Vancouver, Canada, at a young age and am back now in Taipei. I love living here and know the place well: it's fun to visit and hang-out whether you're looking for amazing food, fun times or just to decompress. I've lived in many places and love to travel and share experiences. Welcome to my home!
",100%,99%,https://a0.muscache.com/im/pictures/user/d34a09be-1d64-4e80-a5d6-1ad6e09a45e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d34a09be-1d64-4e80-a5d6-1ad6e09a45e4.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,3
179186203,https://www.airbnb.com/users/show/179186203,Matt & Nat,2018-03-18,"Vancouver, Canada","Hi, we're Matt and Nat!
We love to travel and have had the opportunity to live all over the world: Switzerland (Lugano and Zug), Australia (Adelaide), NYC, Barbados, Toronto and we're now in Vancouver! 
We're long term renting (30+ days) our home, we hope you'll love it as much as we do and take great care of it. ",N/A,N/A,https://a0.muscache.com/im/pictures/user/50d1c8ea-4928-4d06-88ce-d7c8bed3e2d1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/50d1c8ea-4928-4d06-88ce-d7c8bed3e2d1.jpg?aki_policy=profile_x_medium,Central Vancouver,1,3
179555180,https://www.airbnb.com/users/show/179555180,Andrew,2018-03-20,Hong Kong,"I was born in HongKong. I got my degree from the University of Calgary. I have worked in Calgary and then HongKong. I am arranging my retirement.
",0%,100%,https://a0.muscache.com/im/pictures/user/b45886a5-0d81-451f-b267-d812c1f71509.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b45886a5-0d81-451f-b267-d812c1f71509.jpg?aki_policy=profile_x_medium,Sunset,1,1
179895629,https://www.airbnb.com/users/show/179895629,Kara,2018-03-22,"Vancouver, Canada",已经更换两张双人床和双人床垫,N/A,N/A,https://a0.muscache.com/im/pictures/user/008f0eff-f235-4fc7-aa07-3d662a295ee9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/008f0eff-f235-4fc7-aa07-3d662a295ee9.jpg?aki_policy=profile_x_medium,Shaughnessy,1,3
180062569,https://www.airbnb.com/users/show/180062569,Kelly,2018-03-22,,,100%,100%,https://a0.muscache.com/im/pictures/user/a74f0947-256b-481a-85c8-12ff7e478b58.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a74f0947-256b-481a-85c8-12ff7e478b58.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,1,1
180085605,https://www.airbnb.com/users/show/180085605,Parv,2018-03-23,"Vancouver, Canada",,100%,63%,https://a0.muscache.com/im/pictures/user/d0c5bd4f-9c9d-431d-b4fd-224094279700.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0c5bd4f-9c9d-431d-b4fd-224094279700.jpg?aki_policy=profile_x_medium,East Vancouver,1,1
180247221,https://www.airbnb.com/users/show/180247221,Richard,2018-03-24,"Kelowna, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/8542b21a-3599-422b-b725-89a9b5ca037c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8542b21a-3599-422b-b725-89a9b5ca037c.jpg?aki_policy=profile_x_medium,Kitsilano,10,10
180376660,https://www.airbnb.com/users/show/180376660,Robert,2018-03-24,"Vancouver, Canada",I love travelling and hosting travellers from all over the world.,100%,100%,https://a0.muscache.com/im/pictures/user/fbf830bf-492d-465e-874c-abc894def0ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbf830bf-492d-465e-874c-abc894def0ea.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,5
180741245,https://www.airbnb.com/users/show/180741245,Easter Seals House,2018-03-26,"Vancouver, Canada",,100%,33%,https://a0.muscache.com/im/pictures/user/53ae7aa6-32b0-4007-9dc2-58b53c0b2e63.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/53ae7aa6-32b0-4007-9dc2-58b53c0b2e63.jpg?aki_policy=profile_x_medium,Shaughnessy,21,22
180824391,https://www.airbnb.com/users/show/180824391,Andrea,2018-03-27,,"I am a Canadian who is immigrated from Taipei Taiwan. I live with my three adult children in Vancouver. I am enthusiastic woman. I got lots great habits from my nursing life such as learning, enjoy outdoor activities, flowers arrangement, gardening, walk and listen music. I am smart in cook, love chat with people, and enjoy the fun with friends and family. Now I rebuild my new home. Except to share my lovely home with short or long term visitors to enjoy my beautiful warm's home. Hopefully, I will creative  another beautiful sky in Vancouver.",100%,100%,https://a0.muscache.com/im/pictures/user/f3e6ace7-b58d-4c8c-9098-80e207fb6c04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3e6ace7-b58d-4c8c-9098-80e207fb6c04.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,1,4
181157295,https://www.airbnb.com/users/show/181157295,Elisabeth,2018-03-28,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/660882d4-5430-4e79-9248-d397e321f423.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/660882d4-5430-4e79-9248-d397e321f423.jpg?aki_policy=profile_x_medium,Sunset,1,1
181193076,https://www.airbnb.com/users/show/181193076,Alia,2018-03-28,"Vancouver, Canada",Born and raised Vancouverite and I love my city. I work in the tech industry and run after school programs and leadership retreats for kids (ages 10-16). I love travelling and anything outdoors and love to eat! Would love any restaurant recommendations if you have any!,N/A,N/A,https://a0.muscache.com/im/pictures/user/5f5567e0-6999-42a4-b72b-db823503d91d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5f5567e0-6999-42a4-b72b-db823503d91d.jpg?aki_policy=profile_x_medium,Central Vancouver,1,3
181692854,https://www.airbnb.com/users/show/181692854,Rachel,2018-03-31,"Campbell River, Canada","Truly love my home in Campbell River and want to host and invite guests to enjoy my ocean view 1 bedroom suite. Peace of mind, nature and beauty are a click away.",100%,84%,https://a0.muscache.com/im/pictures/user/06affc86-f35f-44ab-b913-b4ba98791c73.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/06affc86-f35f-44ab-b913-b4ba98791c73.jpg?aki_policy=profile_x_medium,Central Vancouver,3,6
182069543,https://www.airbnb.com/users/show/182069543,Iryna,2018-04-02,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/6ae0f1d5-e756-419e-9d7d-e81e556d1070.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ae0f1d5-e756-419e-9d7d-e81e556d1070.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
182110861,https://www.airbnb.com/users/show/182110861,Yannie,2018-04-03,"Vancouver, Canada","大家好，我是Yannie ,我喜欢旅游读书，交朋友，欢迎大家多交流",100%,100%,https://a0.muscache.com/im/pictures/user/e28c0c94-3c71-4758-9029-2141909afc5a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e28c0c94-3c71-4758-9029-2141909afc5a.jpg?aki_policy=profile_x_medium,Richmond,3,9
182271089,https://www.airbnb.com/users/show/182271089,Julia,2018-04-03,"Vancouver, Canada","We are born and bred locals who love nature, the ocean and the mountains so there was never a reason to leave this beautiful city! But we do enjoy opening our minds through travel and the great cultural connector - amazing food! My personal motto is ""to love life, is to love food!"" ",100%,95%,https://a0.muscache.com/im/pictures/user/b0326fb4-9e6f-42a4-8cb8-9f6fb8634418.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0326fb4-9e6f-42a4-8cb8-9f6fb8634418.jpg?aki_policy=profile_x_medium,Riley Park,2,2
182517955,https://www.airbnb.com/users/show/182517955,Pamela And Gavin,2018-04-04,"Vancouver, Canada",,100%,86%,https://a0.muscache.com/im/pictures/user/cf3d262e-6850-4c8f-a064-3d691793390f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cf3d262e-6850-4c8f-a064-3d691793390f.jpg?aki_policy=profile_x_medium,Commercial Drive,1,1
182844854,https://www.airbnb.com/users/show/182844854,Julie,2018-04-06,,,96%,98%,https://a0.muscache.com/im/pictures/user/383df057-d583-4ab7-9326-de0145cfb88f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/383df057-d583-4ab7-9326-de0145cfb88f.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,6,8
182951403,https://www.airbnb.com/users/show/182951403,Gen,2018-04-07,"Vancouver, Canada",I love to travel and experience all the great food and adventures different places have to offer:)),100%,100%,https://a0.muscache.com/im/pictures/user/93b6703b-0054-4bab-a680-ac453dd8eb7e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/93b6703b-0054-4bab-a680-ac453dd8eb7e.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
182976380,https://www.airbnb.com/users/show/182976380,Lisa,2018-04-07,,,N/A,N/A,https://a0.muscache.com/im/pictures/user/6a58b590-2b07-4c96-8acd-4394c23dc980.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6a58b590-2b07-4c96-8acd-4394c23dc980.jpg?aki_policy=profile_x_medium,,1,6
183194689,https://www.airbnb.com/users/show/183194689,Jeevan,2018-04-08,"Vancouver, Canada","Born and raised in Vancouver and now working in tech industry and using Airbnb to see a bit of the world. 

Sharing my gastown studio loft! 

Questions? Feel free to ask :) ",100%,100%,https://a0.muscache.com/im/pictures/user/73203bd2-6206-433f-a975-06f53ed23445.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/73203bd2-6206-433f-a975-06f53ed23445.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
183269408,https://www.airbnb.com/users/show/183269408,Tracy,2018-04-09,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/231a3f44-7f12-4760-9316-8610413b419e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/231a3f44-7f12-4760-9316-8610413b419e.jpg?aki_policy=profile_x_medium,,1,1
183396597,https://www.airbnb.com/users/show/183396597,Arthur & Lisa,2018-04-09,"Vancouver, Canada","Hello and Welcome to Vancouver!

We are a married couple who are delighted to share our home with you. We love travelling and have used AirBnB with confidence ourselves! We are so lucky to call Vancouver home and we hope you get to enjoy this beautiful city of ours!

",N/A,N/A,https://a0.muscache.com/im/pictures/user/578809da-3e98-4ff3-80dc-785848ba9039.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/578809da-3e98-4ff3-80dc-785848ba9039.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,1,1
183557402,https://www.airbnb.com/users/show/183557402,Eric,2018-04-10,"Vancouver, Canada","Hey guys,

I'm Eric, an international traveler who has lived in Mexico and Quebec. I love meeting new people and learning about new cultures. I speak French and Spanish as well!",N/A,N/A,https://a0.muscache.com/im/pictures/user/11b3b95b-4775-4959-b6b9-6a1d7e411184.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/11b3b95b-4775-4959-b6b9-6a1d7e411184.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,3
183621560,https://www.airbnb.com/users/show/183621560,Ben,2018-04-10,"Vancouver, Canada","Welcome to Vancouver, we will offer you high quality living services

",N/A,N/A,https://a0.muscache.com/im/pictures/user/b85da549-bd44-4e69-9d54-6f4d3ed00169.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b85da549-bd44-4e69-9d54-6f4d3ed00169.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
183767715,https://www.airbnb.com/users/show/183767715,Marion,2018-04-11,"Surrey, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/eba31eab-913e-4f5a-8f1a-1061d12c3ce0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eba31eab-913e-4f5a-8f1a-1061d12c3ce0.jpg?aki_policy=profile_x_medium,West End,1,1
183964355,https://www.airbnb.com/users/show/183964355,Jamie,2018-04-12,"Vancouver, Canada","Hello Guests 
My name is Jamie and I’m a father of two boys. I have been living in Vancouver for over 20 years and in this home for over 10 years. There is no other location in Vancouver, where you would want to live or stay. This beautiful property is in the heart of Vancouver’s Westside, near Kitsilano, Kerrisdale, Jericho beach, UBC & downtown.

We love to host and meet new friends from around the world. I am very passionate about Vancouver and living in the most beautiful part of Canada.

This house was just finished fully renovated  to meet all your expectations and help make it feel like you are in a comfortable home, away from home. You will not find a better home to stay in, that will meet all your needs. It's ideal for every small or large group, that's looking to relax, have a family gathering or a business retreat.

Vancouver was the Host the 2010 Olympic Winter Game and this property was  honoured to host a large corporate sponsor and their sponsored Olympic Athletes, Top executive and their family and friends from around the world. Since then...Vancouver has become one of the worlds number one destinations to live or visit. It is such an alive beautiful city and has so much to offer and keep you entertained, throughout the entire stay, anytime of the year. You can actually ski/snowboard, play golf and have a picnic at the beach... ALL on the same day!

If you have transportation, there’s even more beautiful sites to visit in all four directions… outside of Vancouver.

North of Vancouver: 
Whistler/Blackcomb. World class skiing/boarding, mountain biking, golf courses, tennis, hiking....and much more. 

East of Vancouver:
Okanagan Valley. World class wineries and golf courses. 

West of Vancouver: 
The Gulf Islands. One of the worlds most scenic areas for Sailing/Boating/Whale watching and simply relaxing.

South of Vancouver: 
The Beautiful West Coast of the Untied States. (Washington State, Oregon State & California)

It is by far the most Beautiful Destination in the World and this  house has been completely renovated to help make your stay ... Perfect! 

Hope to see and meet you Soon. 

Jamie",100%,100%,https://a0.muscache.com/im/pictures/user/820f7b61-fcda-4ea2-84e3-a96a2c9cd6d7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/820f7b61-fcda-4ea2-84e3-a96a2c9cd6d7.jpg?aki_policy=profile_x_medium,Arbutus Ridge,4,4
